candidate_id,result,issues,created_at
claimcand_unknown_19c46103,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_146c8521,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_57c5e7b4,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_c2b58312,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_42b50c4a,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_d6a06bf3,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_27d97867,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_a0e179b5,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_d1a08f65,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_ba93a454,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_73f6eba8,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_24f414b9,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_5eda7fd8,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_2fa95036,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_73e6277c,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_f932495e,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_678ca549,promoted,,2026-07-02T18:31:10Z
claimcand_unknown_5c2719ab,promoted,,2026-07-02T18:31:10Z
